ID	Area	Title	Description
2320	area-System.Reflection	(api review) IL Object Model	"@terrajobst  From the recent [API Review 2015-07-08](https://github.com/dotnet/apireviews/tree/master/2015-07-08-ildasm-and-drawing) **IL Object Model**  **Observations** - Implement a custom object model. - use [Mono's Cecil](https://github.com/jbevain/cecil) implementation.  **Parsing** - From the byte stream - From the text representation.  **Output** - Byte stream - Text Representation   The issue here I see is that some instructions have ""pointers"" to data embedded into the assembly bytes. A very common one is `Strings`. So you're going to need an object to represent that so that construction of the output bytes is correct.  **IL Labels** These point to data objects that encoded into the assembly.  - Strings being a common one. - `switch` uses them as jump targets.  A benefit of an IL object model, is that you could get an IL representation of a method, without doing a full compilation.   **Targeting**  For example   Roslyn should ""compile"" to an IL Object model, first. which then permit for further diagnostic analysers (or an optional layer). On the produced IL For example:- A analyser to help minimise Boxing operations. you'll should be able to trickle that information back to source-code level.  **Compilation** The last stage would ""Compilation Targets"" for various architectures eg. x86, x64,ARM and maybe even Typescript. This could be supplied as NuGet package.    ---  Side Note I implemented a partial implementation of an object model for IL [here](https://github.com/AdamSpeight2008/IL.Sarc) "
2321	area-System.Runtime	ReadOnlyCollection<T> interfaces.	From MSDN:  ``` public class ReadOnlyCollection<T> : IList<T>,     ICollection<T>, IEnumerable<T>, IEnumerable, IList, ICollection,     IReadOnlyList<T>, IReadOnlyCollection<T> ```  Suggested fix:  ``` public class ReadOnlyCollection<T> : IEnumerable<T>, IEnumerable, IReadOnlyList<T>, IReadOnlyCollection<T>, ICollection ``` 
2323	area-System.Linq	Add Enumerable.ToHashSet	We have `Enumerable.To*` methods for many common collections. `HashSet` is sorely missing. This feature should be cheap to implement and not be problematic in any way that I can see.  Evidence that this feature is sorely missing: https://www.google.com/webhp?complete=1&hl=en&gws_rd=cr,ssl&ei=#complete=1&hl=en&q=.net+tohashset People are writing this method over and over again. 
2324	area-System.Runtime	Add common helper methods to the String class	"The `String` class is missing some helper methods for string manipulation that are commonly needed. Of course it is possible for developers to add extension methods but that should not be required. here, I'll propose a list of methods that I think can be easily understood and are commonly required. The ordering of this list starts with the least controversial in my mind. 1. `bool Contains(this string str, string value, StringComparison comparisonType)`. We have no Contains version that takes a StringComparison. The workaround with `IndexOf` is awkward and feels like magic. 2. `Replace(..., StringComparison)`. Right now, `Replace` always uses `Ordinal`. 3. `string Left(this string str, int count)` as well as `Right`. `Left` is equivalent to `str.Substring(0, count)` but right is `str.Substring(str.Length - count, count)`. 4. `Truncate(int maxLength)`. This is not equivalent to Substring(maxLength) because Substring throws if the string is short. 5. `bool IsValidIndex(this string str, int index)` tests whether the argument can be used to obtain a character from the indexer. That sometimes comes in handy. Also `bool IsValidRange(this string str, int index, int count)`. Both can be useful for `Debug.Assert` assertions. 6. `string TrimPrefix(this string str, string prefix)` as well as `TrimPostfix`. It turns out that when working with externally generated strings (ETL processes) it is very common to need to remove a prefix. For example to get a JIRA issue number as an int you do `int.Parse(""PROJ-2317"".TrimPrefix(""PROJ-""))`. `Replace(..., ""PROJ-"", """")` is not equivalent and semantically wrong. The `TrimStart` method cannot be used here. Further helper methods would be `EnsurePrefix/Postfix`. 7. Some helpers to work on strings that might be null or empty. This comes up _all the time_.  ```         public static string EmptyToNull(this string str)         {             return string.IsNullOrEmpty(str) ? null : str;         }         public static string NullToEmpty(this string str)         {             return str ?? string.Empty;         }         public static bool IsNullOrEmpty(this string str)         {             return string.IsNullOrEmpty(str);         }         public static bool IsNullOrWhitespace(this string str)         {             return string.IsNullOrWhiteSpace(str);         } ``` 1. `SplitLines()`. Returns the string split into lines. Need to define how to deal with OS-specific line endings. Probably, this should just be `str.Replace(""\r"", """").Split('\n')` which seems to work for everything.  I can see some issues with some of these proposals. They are not perfect but I want to get the discussion going. I feel the BCL has a blind spot here. The list certainly starts out with a few no-brainers. "
2327	area-System.Linq	Make Enumerable.Any use the same optimizations that Count has (ICollection checks)	`Enumerable.Count` uses `ICollection` and `ICollection<T>` to perform a fast and allocation-free computation. `Enumerable.Any` should do that as well.  The fact that `Any` does not check `ICollection` is pretty much the only downside to using `Any` vs. `Count() != 0`. This downside should be eliminated.  This missing optimization causes confusion: - http://stackoverflow.com/questions/2989300/interview-question-any-vs-if-length-0-for-testing-if-a-collection-has-e - http://dpatrickcaldwell.blogspot.de/2011/08/enumerableany-vs-enumerablecount.html 
2329	area-System.Threading	Use a more dependable policy for thread pool thread injection	As of .NET 4.5 the thread pool injects one thread per 0.5sec if it thinks more threads are required. This is a problem if the number of required threads suddenly increases. Example: A corporate ASP.NET website is idle at night. In the morning at 8AM 1000 people log on and start working. If the app is using let's say 100 threads starting from 8AM it will take like 50sec to create all of them. Until then there will be serious delays and timeouts. It is possible to construe arbitrarily bad scenarios.  **Problem statement:** If thread pool load suddenly increases in IO bound workloads the pool is too slow to respond. This causes throughput and availability disruption. IO bound workloads relying on synchronous IO are common. Sudden workload changes are also common. Sometimes the workload can change due to a problem outside of the developer's control: A web service timing out or a database become slow.  Let me stress that this causes service interruption.  You can easily repro this yourself. Run a load test on an ASP.NET site with `Thread.Sleep(10000);`. The thread count goes up by 2 each second.  Starting and shutting down a thread was benchmarked by me to be around 1ms in total. Threads are not really an expensive resource. The thread pool should be a lot more eager to create and destroy threads. 500ms delay to potentially save 1ms is not a good trade-off.  **Easy fix:** I propose lowering the injection delay to 100ms. This reduces the problem given above by 5x. Ideally, the rate would be configurable. The shutdown delay could be lowered from 30s as well. Keeping an idle thread for 30000ms to save 1ms seems excessive. In this ticket I'm not that concerned with retiring threads, though.  **Smarter, riskier fix:** The delay could depend on the number of threads in existence, the core count and the perceived pressure on the thread-pool. The injection rate could be: - 0ms delay for up to (ProcessorCount \* 1) threads - 50ms delay for up to (ProcessorCount \* 4) threads - Starting from that a delay of (100ms \* (ThreadCount / ProcessorCount \* someFloatFactor)). Reasoning: The more the CPU is oversubscribed the slower we want to inject. Maybe we need to have a maximum delay of 1sec. Or, the delay must rise sub-linearly (e.g. sqrt).  Note, that the Windows Kernel has some thread pool injection heuristics that apply back pressure the more threads are in existence. This seems to work. Source: https://channel9.msdn.com/Shows/Going+Deep/Inside-Windows-8-Pedro-Teixeira-Thread-pool 
2332	area-System.Net	Improve ServicePointManager.DefaultConnectionLimit	"`ServicePointManager.DefaultConnectionLimit` appears to be `2` on .NET 4.5 in non-ASP.NET apps. This is too low for almost any production load. I don't know what this low limit is supposed to accomplish. I understand the presence of _some_ limit as a safety measure but `2` is really never useful.  Many developers have trouble with that: https://www.google.com/webhp?complete=1&hl=en&gws_rd=cr,ssl&ei=#complete=1&hl=en&q=site:stackoverflow.com+%22ServicePointManager.DefaultConnectionLimit%22 When somebody asks ""My HTTP requests are unexpectedly slow"" the default answer is ""DefaultConnectionLimit = int.MaxValue"" and this solves the problem in about 80% of the cases. This is strong evidence that the default should be changed. This is an ongoing cause for trouble and surprise.  There are three choices that I can think of: 1. Unlimited. ASP.NET has chosen this (`SetAutoConfigLimits`) presumably for good reasons. I think this is the least surprising choice. When a developer says `new WebClient().Download(...)` he expects the request to be sent right away. The dev is responsible for ensuring a sane degree of concurrency. he can use `SemaphoreSlim` or the service point infrastructure for that. 2. A constant factor on the CPU count of the machine (e.g. 10). Pro: This scales up with the size of the machine. Con: It might be a low-CPU (e.g. 2) machine that does little processing but relays it's request to some backend REST service that does the heavy lifting. 100 outstanding requests per CPU would not surprise me at all in such a situation. The benefits of async IO would be throttled. 3. `1`. At least this would make developers very quickly aware that the limit exists and that they need to change it. Maybe the value of `2` follows from that reasoning. I consider this to be a weak choice that is going to be perceived as stupid (as is `2`).  Another reason for ""Unlimited"" is that there should not be global limits but per-service limits. A .NET process often hosts many components each of which potentially take from the global limit. They could interact in surprising (and spooky) ways.  I think the .NET Framework should pick the default value that has the least surprise and set this to `int.MaxValue`.  Also, consider revising the default value of `Expect100Continue`. I believe there is not a single developer in the world who expects each `POST` request to be performed twice by default. I do not know a single case where this was ever deemed useful. Disabling this behavior would entail, I believe, low compatibility risk. (See http://stackoverflow.com/search?q=Expect100Continue) "
2335	area-System.Collections	Improve ConcurrentBag<T> GetEnumerator performance	Currently `ConcurrentBag<T>` `GetEnumerator()` causes list copying everytime enumerator is accessed eg. through `foreach`. This causes strain on the GC and list copying is also heavy operation on large bags.  There should be alternative methods to enumarate the bag contents or implement `GetEnumerator()` so that it does not cause list copying. I have presented here 3 possbile solutions to this problem.  **Solution 1)** Add `ForEach` method to `ConcurrentBag<T>`:  ``` CSharp public void ForEach(Func<T, bool> action) {     // Short path if the bag is empty     if (_headList == null)         return;      bool lockTaken = false;     try     {         FreezeBag(ref lockTaken);          ThreadLocalList currentList = _headList;         while (currentList != null) // Go through thread lists         {             Node currentNode = currentList._head;             while (currentNode != null) // Go through thead specific linked list             {                 if (!action(currentNode._value))                     return; // User wanted to break the operation                 currentNode = currentNode._next;             }             currentList = currentList._nextList;         }     }     finally     {         UnfreezeBag(lockTaken);     } } ```  `ForEach` function takes user specified `Func<T,bool>` delegate. This delegate takes the bag item as an argument and returns true/false depending on whether the user wants to continue or stop the enumeration operation.  Here `ForEach` operation would lock the bag so that other threads would need to wait for the operation to finish. Therefore results of this operation would represent the bag as a moment-in-time snapshot.  **Solution 2)**  Add `GetEnumerableSlim` function:  ``` CSharp public IEnumerable<T> GetEnumerableSlim() {     ThreadLocalList currentList = _headList;     while (currentList != null)     {         Node currentNode = currentList._head;         while (currentNode != null)         {             yield return currentNode._value;             currentNode = currentNode._next;         }         currentList = currentList._nextList;     } } ```  This would require an additional change to the internal class `Node`:  ``` CSharp internal class Node {     public Node(T value)     {         _value = value;     }     public readonly T _value;     public volatile Node _next; // This needs to be marked as volatile     public Node _prev; } ```  `GetEnumerableSlim` would enumerate the bag contents concurrently without locking the bag. The proposed implementation is thread safe from memory model point of view. The fields `ConcurrentBag<T>._headList`, `ThreadLocalList._head` and `Node._next` are all volatile variables. Therefore all the threads always have the newest value available. In addition the `Node._value` reference/value is immutable. `GetEnumerableSlim` is safe to use concurrently.  Of course here the enumerator would miss some of the concurrent additions/removals from the bag. Also enumerator could contain modification after the `GetEnumerator` was called. Similiar behaviour is also used in `ConcurrentDictionary<K,T>`, `GetEnumerator` which may also miss some of the concurrent changes or contain new changes after the `GetEnumerator` was called. Therefore the `GetEnumerableSlim` is consistent with other concurrent collections and their enumerator implementations. (It would be intresting to know why `ConcurrentBag<T>` `GetEnumerator` was originally implementeted so that it copies the bag contents to a list where as the other concurrent collections enumerate the contents concurrently eg. `ConcurrentQueue<T>`.)  **Solution 3)** Replace `GetEnumerator` with `GetEnumeratorSlim` implementation. This solution would totally eliminate the risk of performance degradation due to list allocations. But this might not be possible if the existing code relies on the fact that `GetEnumerator` returns moment-in-time representation of the bag. 
2336	area-System.Globalization	Rename tests in System.Globalization	About 40-50% of the tests in System.Globalization do not have self descriptive names. They are currently named PosTest, NegTest etc. 
2337	area-System.Globalization	Add Unicode Tests to System.Globalization	Write Unicode Tests that are generic and not coupled with a particular version of Unicode. Specifically CharUnicodeInfo.GetNumericValue() and CharUnicodeInfo.GetUnicodeCategory() 
2338	area-System.Collections	Add ConcurrentBag<T> and ConcurrentQueue<T> Clear method	Currently `ConcurrentBag<T>` does not support clearing of the bag. Currently only way to clear the bag is to call `TryTake` in a loop which is suboptimal in high concurrency applications:  ``` CSharp T dummy; while(bag.TryTake(out dummy)) {} ```  Instead `Clear` method could be implemented so that the bag is emptied at once. Here is the proposed implementation:  ``` CSharp public void Clear() {     // Short path if the bag is empty     if (_headList == null)         return;      bool lockTaken = false;     try     {         FreezeBag(ref lockTaken);          ThreadLocalList currentList = _headList;         while (currentList != null)         {             currentList.Reset();             currentList = currentList._nextList;         }     }     finally     {         UnfreezeBag(lockTaken);     } } ```  Internal class `ThreadLocalList` needs new `Reset/Invalidate` method which sets the thread specific linked list _head and _tail to null as well as resets the counters. GC would then collect the non referenced linked list nodes.  ``` CSharp internal void Reset() {     _head = null;     _tail = null;     _count = 0;     _stealCount = 0; } ```  `Clear` would lock the bag for the duration of the operation since it could cause undefined behaviour  if other threads would access the bag while linked lists are being reseted. (Similarly ConcurrentDictionary<K,T> also locks the dictionary when `Clear` is called.) 
2339	area-System.IO	Finish rewriting System.IO.FileSystem tests	Finish rewriting the tests for System.IO.FileSystem and replacing the giant runTest() methods with individual [Fact]s and [Theory]s, replacing every instance of Console.WriteLine along the way. 
2342	area-System.Xml	XmlSchema in CoreFX	Hi,  Are there any plans to include XmlSchema in CoreFX? If not, is there any recommended way to manipulate schemas?  Thank you. 
2352	area-System.Runtime	API Addition: Add generic Array.Reverse<T>	Add generic `Array.Reverse<T>`. ## Rationale  [`Array.Reverse`](https://github.com/dotnet/coreclr/blob/ef1e2ab328087c61a6878c1e84f4fc5d710aebce/src/mscorlib/src/System/Array.cs#L1570-L1606) is non-generic. It includes a fast path for a known set of primitive types via a call into the runtime (see [`TrySZReverse`](https://github.com/dotnet/coreclr/blob/4cf8a6b082d9bb1789facd996d8265d3908757b2/src/classlibnative/bcltype/arrayhelpers.cpp#L390-L424)), otherwise it falls back to slower code paths that involve boxing for value types. This is a significant performance cost for non-primitive value types, ~22x slower.  Callers of `Array.Reverse` (like `List<T>.Reverse` and `ImmutableArray<T>.Builder.Reverse`) are affected by this performance issue. As a workaround, [`List<T>.Reverse`](https://github.com/dotnet/coreclr/pull/1231) and [`ImmutableArray<T>.Builder.Reverse`](https://github.com/dotnet/corefx/pull/2354) are being updated to not use the non-generic `Array.Reverse` method until the generic `Array.Reverse<T>` method becomes available.  Other non-generic methods on `Array` have generic counterparts like `Array.Sort` and `Array.Sort<T>`, so this would just be making `Reverse` consistent with those. ## Proposed API  ``` c# public abstract class Array : ... {     // Proposed     public static void Reverse<T>(T[] array);     public static void Reverse<T>(T[] array, int index, int length);      // Existing     public static void Reverse(Array array);     public static void Reverse(Array array, int index, int length); } ``` 
2358	area-System.Net	Initial commit of System.Net.WebHeaderCollection	Just what it says on the tin. 
2368	area-System.Net	Address PR feedback for System.Net.WebHeaderCollection	- Replace `HeaderParser` with `Func<string, string[]>` - Make static fields `readonly` - Optimize `HeaderInfoTable` for allocation volume and remove the static constructor - Replace non-generic collections with generic collections 
2369	area-System.IO	Directory AccessTime, WriteTime, and CreationTime for nonexistent directories inconsistent	"Labeld in code as ""//See VSWhidbey # 92050""  On Windows, Directory.GetAccessTime, Directory.GetWriteTime, and Directory.GetCreationTime (as well as their DirectoryInfo clones) will return default values when queried with a path to a nonexistent directory.  On Unix, running those same methods for AccessTime and WriteTime throws a ""FileNotFoundException"".   Is this behavioral difference desired?  Example:  ``` Assert.Equal(DateTime.FromFileTime(0).Ticks, Directory.GetLastAccessTime(""doesntexist"").Ticks); //true on Windows, throws on Ubuntu Assert.Equal(DateTime.FromFileTime(0).Ticks, Directory.GetLastWriteTime(""doesntexist"").Ticks); //same as above ``` "
2370	area-System.Net	Move some System.Net.WebHeaderCollection tests from [Fact]s to [Theory]s	The current version of xUnit used by CoreFX has problems writing text containing certain code points to the test log. There are tests in S.N.WHC that use these code points. These tests are currently [Fact]s, but should be combined with the appropriate [Theory] once CoreFX has taken an updated version of xUnit that fixes the issue. 
2372	area-System.Net	Add System.Net.WebHeaderCollection to README.md	Add System.Net.WebHeaderCollection to README.md 
2375	area-System.Reflection	Add metadata tokens/module versions back to reflection libraries in CORE CLR.	Recent versions of the CORE clr have removed metadata from the reflection libraries. We are writing .NET diagnostics tools, and these APIs are important for supporting our diagnostics scenarios. We would like the APIs to be added back. 
2376	area-System.Numerics	BigRational	The BCL project included a BigRational type:  http://bcl.codeplex.com/releases/view/42782  The code seems to be released under the [Microsoft Public License](http://bcl.codeplex.com/license). Would there be any license related issue around including BigRational in corefx?  It looks like it's also available on [NuGet](https://www.nuget.org/packages/BigRationalLibrary/).  There's also a Rational type in [Solver Foundation](https://msdn.microsoft.com/en-us/library/microsoft.solverfoundation.common.rational%28v=vs.93%29.aspx), but the code doesn't appear to be freely available. 
2380	area-System.Net	Address PR feedback for System.Net.WebHeaderCollection	Fixes #2368 
2382	area-System.Net	Initial commit of System.Net.WebSockets	
2383	area-Infrastructure	Figure out how to provide parameters to unit tests at build/run-time.	The System.Net tests are likely to need this in order to provide some configurability for the servers used during testing. 
2384	area-System.Net	WebException: update WebException.GetStatusFromException after System.Net.Http API changes	For now, we use the .HResult of the exception to help us map to a suitable WebExceptionStatus enum value.  The .HResult is set into this exception by the underlying .NET Core and .NET Native versions of the System.Net.Http stack. In the future, the HttpRequestException will have its own .Status property that is an enum type that is more compatible directly with the WebExceptionStatus enum. 
2385	area-System.Net	System.Net.Requests.Tests: HttpWebResponse tests need a server that does not provide a Content-Type header	Just what it says on the tin. The httpbin servers we're currently using for testing do not have this characteristic. 
2386	area-System.Net	Initial commit of System.Net.Requests	This change also contains some minor refactorings in System.Net.{Http,WebHeaderCollection} in order to share some code between the various System.Net assemblies. 
2387	area-System.Net	Refactor Http tests for multiple test projects	"This change sets up the layout for having multiple test projects for Http.  It follows the current guidlines as well as working within the BUILDTOOLS requirements of having "".Tests.csproj"" for the names of the projects.  After this PR is done, we will be migrating a large set of http functional tests to GitHub "
2390	area-System.IO	FileSystem test update	- Updated Directory tests. Note that there are still some unresolved issues pending a solution to #1221 - Consolidated AccessTime, WriteTime, and CreationTime tests for FileInfo, File, DirectoryInfo, and Directory into one file per folder - GetSetTimes.cs - Removed failing tests for the above properties - Added some Unix tests - Resolves #2359 
2392	area-System.Collections	Add ImmutableArray.Builder.AddRange, MoveToArray methods	The builder currently has APIs:  ``` C# public void AddRange(T[] items, int length);            public ImmutableArray<T> MoveToImmutable(); ```  but is missing the following:  ``` C# public void AddRange(T[] items, int start, int length);            public T[] MoveToArray(); ``` 
2394	area-Meta	Port Workflow Foundation to .NET Core	Hello,   I don't see in the plans neither here and coreCLR for porting Workflow Foundation for CoreCLR...  We want know how can we start porting it and add PRs for it here.   Thanks 
2399	area-System.Net	Address CR feedback for System.Net.WebSockets.	- Document the ASCII validation in `WebSocketValidate.ValidateSubProtocol` - Clean up `using` statements in `WebSocketValidate` - Decide which exception type to derive from in `WebSocketException` 
2400	area-System.Linq	Take advantage of algorihmic differences between first-from-ordered and ordered.	The fact of something being ordered can have implications for subsequent operations.  The ordering Linq methods (`OrderBy`, `ThenBy`, etc.) operate first in O(1) time and space to make a promise of a subsequent O(n log n) sort in O(n) space. In many case though the following operation does not need all of the promised operation.  `.OrderBy(?).First()`, `.OrderBy(?).First(?)`, and so on request that a sequence be sorted (O(n log n) time/O(n) space) and then the first element taken (O(1) time and space) which is in total an O(n log n) time/O(n) space operation. However, it is reducible to the O(n) time/O(1) space operation of identifying just the item in question which can be done in O(n) time and O(1) space.  As `First`, `Last` and their variants are particularly common with ordered sequences (in some cases not having any meaning without an order), I think this would be a worth-while optimisation.  There are other optimisations available, such as all aggregate operations (`Sum` etc.) could be moved from O(n log n) time to O(n) time simply by extracting the source and ignoring the ordering, this may not be as common a case as to make it worthwhile. One could argue that the user should have not put the ordering in there in the first place, and while the cost of checking for an ordered source is slightly, it's not worth paying it on all aggregate operations to benefit a flawed case.  `Reverse` is somewhere in the middle. It's reasonable to expect someone might construct an ordered sequence and then `Reverse` in some cases. It's got subtleties (one cannot simply reverse all `OrderBy` to `OrderByDescending` and vice-versa because `OrderBy` is documented as performing stable ordering in linq-2-objects and therefore reversed must have reverse source ordering on equivalent items) but wouldn't be hard, but it's less clear whether the pay off would be worth it.  In the more useful cases of `First` etc. there is a fly in the ointment in that this would affect the number of times both key selectors for ordering and predicates for `First` etc. were called. As per #2349 this means side effects on `Func`s would be affected, though perhaps in a way that was less predictable to the user than with that issue anyway.  As such, changing the behaviour of `First` in this case would require either a decision in favour of the change that issue would allow for, or a decision that this case was less harmed by such changing side-effects.  In summary. I propose that `OrderBy(…).First(…)` and its cousins be optimised, and the trade-offs of optimising `OrderBy(…).Reverse()` be considered. 
2402	area-System.IO	DirectoryInfo.CreateSubdirectory(path) trims whitespace and returns parent directory	"Calling directory.CreateSubdirectory(""whitespaces"") will return ""directory"" and create no subdirectory.  ``` DirectoryInfo parentDir = new DirectoryInfo(TestDirectory); DirectoryInfo childDir = parentDir.CreateSubdirectory(""   ""); Assert.Equal(parentDir.FullName + Path.DirectorySeparatorChar, childDir.FullName); ```  If newlines or tabs are used, then it throws as expected:  ``` DirectoryInfo parentDir = new DirectoryInfo(TestDirectory); Assert.Throws<ArgumentException>(() => parentDir.CreateSubdirectory(""\n"")); Assert.Throws<ArgumentException>(() => parentDir.CreateSubdirectory(""\t"")); ```  The reason for this is that dir.CreateSubdirectory(path) essentially wraps around Directory.CreateDirectory(Path.Combine(dir.FullName, path)) which trims trailing whitespace (in this case ""path"").  Is this functionality desired? It makes sense to keep curtailing trailing whitespace in Directory.CreateDirectory for back compat reasons, but having CreateSubdirectory on whitespace return the parent directory is unintuitive. "
2403	area-System.IO	DirectoryInfo.CreateSubdirectory(path) throws ArgumentException for newline and tab nonsignificant trailing characters	"There's a discrepancy in the way DirectoryInfo.CreateSubdirectory and Directory.CreateDirectory handle trailing tab and newline characters on Windows. The below code exhibits the difference:  ``` { // Directory.CreateDirectory curtails trailing tab and newline characters     string filePath = IOServices.RemoveTrailingSlash(GetTestFilePath());     DirectoryInfo result = Directory.CreateDirectory(filePath + ""\n"");     Assert.Equal(filePath, IOServices.RemoveTrailingSlash(result.FullName)); } { // DirectoryInfo.CreateSubdirectory throws an ArgumentException when there are newline or tab characters anywhere in a file name, even as trailing chars     string fileName = IOServices.RemoveTrailingSlash(GetTestFileName());     DirectoryInfo parentDir = new DirectoryInfo(TestDirectory);     Assert.Throws<ArgumentException>(() => parentDir.CreateSubdirectory(fileName + ""\n"")); //illegal characters in path } ```  This is somewhat related to #2402 in that DirectoryInfo.CreateDirectory handles whitespace very differently than Directory.CreateDirectory or even DirectoryInfo.Create. "
2405	area-System.Net	Refactor WinHttpHandler tests for multiple test projects	"This change sets up the layout for having multiple test projects for WinHttpHandler. It follows the current guidlines as well as working within the BUILDTOOLS requirements of having "".Tests.csproj"" for the names of the projects.  Also, fixed up some cross-platform definitions in the solutions files for Http and WinHttpHandler.  After this PR is done, we will be migrating a large set of http functional tests to GitHub "
2408	area-System.Net	Fix WebHeaderCollection.GetEnumerator().	Change WebHeaderCollection.GetEnumerator() from an explicit implementation to a public override to avoid delegating to the base collection. This change also adds a test for this behavior. 
2409	area-System.Net	Address PR feedback for System.Net.Requests	- Audit WebException.cs for inefficient usage of string.Format - Audit the code for string.Compare vs. string.Equals 
2416	area-System.Net	Abort_BeginGetRequestStreamThenAbort_RequestStreamCallbackCalledBeforeAbortReturns failed in CI	"http://dotnet-ci.cloudapp.net/job/dotnet_corefx_windows_debug/813/consoleFull  ``` System.Net.Requests.Test.HttpWebRequestTest.Abort_BeginGetRequestStreamThenAbort_RequestStreamCallbackCalledBeforeAbortReturns(remoteServer: Uri { AbsolutePath = ""/post"", AbsoluteUri = ""http://httpbin.org/post"", Authority = ""httpbin.org"", DnsSafeHost = ""httpbin.org"", Fragment = """", ... }) [FAIL] 19:58:58         Assert.Equal() Failure 19:58:58         Expected: 1 19:58:58         Actual:   0 19:58:58         Stack Trace: d:\j\workspace\dotnet_corefx_windows_debug\src\System.Net.Requests\tests\HttpWebRequestTest.cs(548,0): at System.Net.Requests.Test.HttpWebRequestTest.Abort_BeginGetRequestStreamThenAbort_RequestStreamCallbackCalledBeforeAbortReturns(Uri remoteServer) ``` "
2424	area-System.Net	Remove unstable System.Net.Requests tests	As per issue #2416 remove unstable System.Net.Requests tests that were inadvertently ported to GitHub. 
2427	area-Infrastructure	Update CoreFx build to shipping nuget	Need to do the following to bring ourselves current with the shipping nuget scenarios. - [x] switch from DNX to nuget.exe - [x] move projects from `dnxcore50` to `netstandard1.x` - [ ] use PCL meta-package in all test projects  - [x] eliminate `test-runtime\project.json` hack - [ ] ensure we use inbox nuget task/targets when present and only use BuildTools version when inbox is missing - [x] switch to stable version consumption of packages 
2433	area-System.IO	Update to FileSystem Tests	- Consolidated AccessTime, WriteTime, and CreationTime tests for FileInfo, File, DirectoryInfo, and Directory into one file per folder - GetSetTimes.cs - Added some Unix tests - Overhauled the Write/Read/Append tests for the File class and removed many duplicate tests - Continuation of #2390 
2435	area-Serialization	DataContractSerializer constructor causes NullRefException when serializing object	When using [this](https://github.com/dotnet/corefx/blob/6e5d09b0334ca8735962f29f38a390c1298639c0/src/System.Private.DataContractSerialization/src/System/Runtime/Serialization/DataContractSerializer.cs#L51) constructor for the DataContractSerializer:  ``` csharp public DataContractSerializer(Type type, string rootName, string rootNamespace, IEnumerable<Type> knownTypes) ```  The resulting serializer can throw a `NullReferenceException`. This is caused by the creation of `XmlDictionaryString` objects which have a `null` `XmlDictionary`.  There's also a bug/change in behavior in `XmlDictionaryString` compared with Desktop. On Desktop, if you specify a `null` value for the dictionary when constructing a new instance, an `ArgumentNullException` will be thrown. In corefx, it will attempt to create an empty instance of `IXmlDictionary` and assign that. It then straight away assigns the passed in `null` value to the dictionary effectively throwing away the empty dictionary that was created.   Some of the Xml writers require the dictionary for an `XmlDicationary` string to be non-null. This is causing a `NullRefException` to be thrown. Here is a partial call stack from WCF:    ``` csharp    at System.Xml.XmlBinaryWriterSession.PriorityDictionary`2.TryGetValue(K key, V& value)    at System.Xml.XmlBinaryWriterSession.TryLookup(XmlDictionaryString s, Int32& key)    at System.Xml.XmlBinaryNodeWriter.TryGetKey(XmlDictionaryString s, Int32& key)    at System.Xml.XmlBinaryNodeWriter.WriteXmlnsAttribute(String prefix, XmlDictionaryString ns)    at System.Xml.XmlBaseWriter.NamespaceManager.DeclareNamespaces(XmlNodeWriter writer)    at System.Xml.XmlBaseWriter.EndStartElement()    at System.Xml.XmlBaseWriter.AutoComplete(WriteState writeState)    at System.Xml.XmlBaseWriter.StartElement(String& prefix, String localName, String ns, XmlDictionaryString xNs)    at System.Xml.XmlBaseWriter.WriteStartElement(String prefix, XmlDictionaryString localName, XmlDictionaryString namespaceUri)    at System.Runtime.Serialization.XmlWriterDelegator.WriteStartElementPrimitive(XmlDictionaryString localName, XmlDictionaryString namespaceUri)    at System.Runtime.Serialization.XmlObjectSerializerWriteContext.WriteString(XmlWriterDelegator xmlWriter, String value, XmlDictionaryString name, XmlDictionaryString ns)    at WriteFaultDetailToXml(XmlWriterDelegator , Object , XmlObjectSerializerWriteContext , ClassDataContract )    at System.Runtime.Serialization.ClassDataContract.WriteXmlValue(XmlWriterDelegator xmlWriter, Object obj, XmlObjectSerializerWriteContext context)    at System.Runtime.Serialization.XmlObjectSerializerWriteContext.WriteDataContractValue(DataContract dataContract, XmlWriterDelegator xmlWriter, Object obj, RuntimeTypeHandle declaredTypeHandle)    at System.Runtime.Serialization.XmlObjectSerializerWriteContext.SerializeWithoutXsiType(DataContract dataContract, XmlWriterDelegator xmlWriter, Object obj, RuntimeTypeHandle declaredTypeHandle)    at System.Runtime.Serialization.DataContractSerializer.InternalWriteObjectContent(XmlWriterDelegator writer, Object graph, DataContractResolver dataContractResolver)    at System.Runtime.Serialization.DataContractSerializer.InternalWriteObject(XmlWriterDelegator writer, Object graph, DataContractResolver dataContractResolver)    at System.Runtime.Serialization.XmlObjectSerializer.WriteObjectHandleExceptions(XmlWriterDelegator writer, Object graph, DataContractResolver dataContractResolver)    at System.Runtime.Serialization.XmlObjectSerializer.WriteObjectHandleExceptions(XmlWriterDelegator writer, Object graph)    at System.Runtime.Serialization.XmlObjectSerializer.WriteObject(XmlDictionaryWriter writer, Object graph) ``` 
